-53.150504	-599.552707	-512.438091
-53.189839	-599.316669	-511.294729
-52.205111	-600.256204	-508.111537
-50.838789	-602.107586	-503.540746
-49.082094	-605.283340	-498.489485
-46.499206	-609.114096	-491.512336
-44.086610	-612.915447	-484.236187
-41.698139	-617.110553	-477.037360
-38.904269	-621.153666	-468.976341
-36.318883	-625.353462	-460.431401
-33.740537	-629.636447	-451.637243
-31.240525	-633.457417	-442.717362
-28.831248	-637.202779	-433.729365
-24.699089	-643.777062	-415.334176
-21.046230	-649.492200	-399.418626
-17.437850	-654.535099	-380.181137
-14.547504	-658.784076	-361.311843
-12.073753	-662.317495	-341.318306
-9.666941	-664.489048	-320.420963
-7.908256	-665.702252	-299.149387
-6.871673	-665.950946	-277.715717
-6.606638	-665.292277	-256.943116
-7.042472	-663.733159	-236.568248
-7.983138	-661.438369	-217.909663
-9.205542	-658.422686	-200.212833
-10.693891	-654.798349	-183.787098
-12.462358	-650.452623	-168.266946
-14.529457	-645.571627	-152.927565
-17.078579	-640.123069	-138.050993
-20.164629	-633.995438	-123.495864
-23.960317	-626.673285	-109.226677
-27.846555	-619.047017	-95.346266
-32.447027	-610.794328	-82.209658
-37.566553	-601.440623	-68.946715
-42.046627	-592.803737	-57.649763
-47.159756	-583.822327	-46.594813
-52.376945	-573.991941	-36.134028
-57.776294	-563.686173	-26.343428
-63.048823	-553.568280	-17.727260
-68.253585	-544.268286	-10.114321
-72.666943	-536.407826	-6.517450
-78.511034	-526.093187	0.977729
-79.819325	-523.211257	3.139209
-82.266290	-518.806129	5.070683
-82.332412	-518.347788	5.397788
-83.189585	-516.795124	5.708996
-83.874465	-515.227760	6.120240
-84.858709	-513.457595	6.222855
-85.366427	-511.994827	6.305740
-86.218054	-510.341316	6.410652
-87.034760	-508.720315	6.414292
-88.003921	-506.805831	6.296068
-88.919109	-504.985680	6.186609
-89.903041	-502.728323	5.931775
-90.113204	-501.931361	6.004348
-88.542964	-502.977020	6.529746
-85.803633	-505.750033	7.332432
-77.399999	-522.147679	10.762048
-68.765295	-539.397731	13.607202
-60.076689	-556.508729	15.522199
-50.392014	-574.025635	16.464442
-41.690646	-590.691704	16.733784
-30.211091	-611.257184	15.807350
-18.017961	-633.218787	13.480490
-4.329108	-657.791238	9.086437
10.744632	-684.553837	2.117801
26.421272	-711.977322	-7.427869
43.358963	-741.304499	-20.541990
61.782293	-773.270135	-38.403036
81.079370	-806.134982	-61.640781
99.871113	-837.881094	-88.976761
119.772333	-869.890947	-123.518689
137.708870	-898.675542	-162.192293
153.882678	-923.474666	-205.010718
168.316291	-942.052957	-249.053063
179.626500	-953.155381	-286.250468
187.325083	-959.911286	-315.984116
192.176685	-963.486568	-336.993721
194.556166	-965.464169	-349.517347
196.059912	-966.442180	-357.441817
197.145005	-967.190975	-362.527512
196.981795	-967.563890	-363.151881
198.003393	-967.257492	-368.540529
197.028198	-966.484593	-381.678110
196.744499	-965.100427	-391.748939
